row_names	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Species
ASV1	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV2	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV3	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	hasleana
ASV4	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV5	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	longiremis
ASV6	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV7	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV8	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV9	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV10	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV11	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV12	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV13	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV14	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV15	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV16	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV17	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV18	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	hasleana
ASV19	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV20	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV21	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV22	Eukaryota	Bacillariophyta	Bacillariophyta	Mediophyceae	NA	NA	NA	NA
ASV23	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV24	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV25	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV26	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV27	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV28	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	NA
ASV29	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV30	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV31	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	NA
ASV32	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV33	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	dohrnii
ASV34	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV35	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV36	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV37	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV38	Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Phacellophora	NA
ASV39	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV40	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV41	Eukaryota	Phaeophyceae	Phaeophyceae	Phaeophyceae	NA	NA	NA	NA
ASV42	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochophyceae	Dictyochales	NA	NA	NA
ASV43	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV44	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV45	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV46	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV47	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV48	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	NA
ASV49	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV50	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV51	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV52	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV53	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV54	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV55	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV56	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV57	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV58	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV59	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV60	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV61	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV62	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV63	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV64	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV65	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV66	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV67	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV68	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV69	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV70	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	NA
ASV71	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV72	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV73	Eukaryota	Haptista	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	NA
ASV74	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV75	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV76	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	NA
ASV77	Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Mesocentrotus	NA
ASV78	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV79	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV80	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV81	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV82	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV83	Eukaryota	Haptista	Haptista	Haptophyta	NA	NA	NA	NA
ASV84	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV85	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV86	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV87	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV88	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV89	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	NA
ASV90	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV91	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV92	Eukaryota	Bacillariophyta	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	NA
ASV93	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV94	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV95	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Nereididae	Platynereis	sp.
ASV96	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV97	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	NA
ASV98	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV99	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV100	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV101	Eukaryota	Bacillariophyta	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	NA
ASV102	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV103	Eukaryota	Haptista	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	NA
ASV104	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV105	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	NA
ASV106	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV107	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	NA	NA	Levanderina	NA
ASV108	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV109	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV110	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV111	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV112	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV113	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV114	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV115	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	NA	NA	NA	NA
ASV116	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV117	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA
ASV118	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV119	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV120	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV121	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV122	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV123	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV124	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV125	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV126	Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	Microstomidae	Microstomum	NA
ASV127	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV128	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV129	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	newmani
ASV130	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV131	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV132	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV133	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV134	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV135	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	japonicum
ASV136	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV137	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV138	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV139	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV140	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV141	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV142	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA
ASV143	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV144	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV145	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	NA
ASV146	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV147	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV148	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV149	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV150	Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	Microstomidae	Microstomum	NA
ASV151	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV152	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV153	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV154	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV155	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV156	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV157	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV158	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV159	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV160	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV161	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV162	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV163	Eukaryota	Metazoa	Mollusca	Bivalvia	Myida	Hiatellidae	Panopea	generosa
ASV164	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV165	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	fryxelliana
ASV166	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV167	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV168	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV169	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV170	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV171	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV172	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV173	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV174	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV175	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV176	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	crenatus
ASV177	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV178	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV179	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV180	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV181	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV182	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV183	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV184	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV185	Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	NA
ASV186	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV187	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV188	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV189	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV190	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	NA	Chrysophyceae	Chrysophyceae	NA
ASV191	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	NA	Chrysophyceae	Chrysophyceae	NA
ASV192	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV193	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV194	Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	Microstomidae	Microstomum	NA
ASV195	Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	edulis
ASV196	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV197	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV198	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV199	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV200	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV201	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV202	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV203	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV204	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV205	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	NA	NA	NA	NA
ASV206	Eukaryota	Metazoa	Mollusca	Gastropoda	NA	Lottiidae	Lottia	NA
ASV207	Eukaryota	Metazoa	Ctenophora	NA	NA	NA	NA	NA
ASV208	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV209	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV210	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	NA	Chrysophyceae	Chrysophyceae	NA
ASV211	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV212	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV213	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	NA
ASV214	Eukaryota	Metazoa	Rotifera	NA	NA	NA	NA	NA
ASV215	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV216	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV217	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	NA
ASV218	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Attheyaceae	Attheya	NA
ASV219	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV220	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV221	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA
ASV222	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV223	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV224	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV225	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV226	Eukaryota	Fungi	NA	NA	NA	NA	NA	NA
ASV227	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV228	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV229	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV230	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV231	Eukaryota	Bacillariophyta	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	NA
ASV232	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV233	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV234	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV235	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV236	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV237	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV238	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV239	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV240	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV241	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV242	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV243	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV244	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV245	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV246	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV247	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV248	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV249	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV250	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV251	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV252	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV253	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV254	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV255	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV256	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Nereididae	Alitta	sp.
ASV257	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	NA
ASV258	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochophyceae	Dictyochales	NA	NA	NA
ASV259	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV260	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV261	Eukaryota	Metazoa	Annelida	Polychaeta	NA	Opheliidae	Armandia	brevis
ASV262	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV263	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV264	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV265	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	NA
ASV266	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV267	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV268	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV269	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV270	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV271	Eukaryota	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV272	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV273	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV274	Eukaryota	Metazoa	Ctenophora	NA	NA	NA	NA	NA
ASV275	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV276	Eukaryota	Viridiplantae	NA	NA	NA	NA	NA	NA
ASV277	Eukaryota	Bacillariophyta	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	NA
ASV278	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV279	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	NA
ASV280	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV281	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV282	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV283	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV284	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV285	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV286	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV287	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV288	Eukaryota	Bacillariophyta	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	NA
ASV289	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV290	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochophyceae	Dictyochales	NA	NA	NA
ASV291	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	NA
ASV292	Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	Microstomidae	Microstomum	NA
ASV293	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV294	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV295	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV296	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV297	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV298	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV299	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV300	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV301	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV302	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV303	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV304	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV305	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV306	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV307	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV308	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV309	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV310	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Cirratulidae	Dodecaceria	NA
ASV311	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV312	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV313	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV314	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV315	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV316	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV317	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV318	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV319	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV320	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV321	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	NA	NA	NA	NA
ASV322	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV323	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	NA
ASV324	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV325	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV326	Eukaryota	NA	NA	NA	NA	NA	NA	NA
